protein_name	chemical_id	chemical_name	atc	protein_id	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
D000449	3559	haloperidol	N05AD01	D000449			0		734	DIRECT	734	DIRECT
D017448	3559	haloperidol	N05AD01	D017448			0		800	DIRECT	800	DIRECT
D018341	3559	haloperidol	N05AD01	D018341			0		908	DIRECT	908	DIRECT
ADRA1B	3559	haloperidol	N05AD01	9606.ENSP00000306662	D018340	P35368	0		808	DIRECT_INDIRECT	808	DIRECT_INDIRECT
ADRA1D	3559	haloperidol	N05AD01	9606.ENSP00000303199	D018340	P25100 Q9NPY0 Q5VXR2_HUMAN	0		808	DIRECT_INDIRECT	808	DIRECT_INDIRECT
ADRA1C	3559	haloperidol	N05AD01	9606.ENSP00000348729	D018340	O60451 Q9UD67_HUMAN Q9UD63 Q96RE8_HUMAN Q7KYZ9_HUMAN Q6RUJ9 Q6RUJ8 Q6RUJ7 Q6RUJ5 Q6RUJ4 Q6LD06_HUMAN Q4VBM7_HUMAN Q13729 Q13675 P35348	0		808	DIRECT_INDIRECT	808	DIRECT_INDIRECT
D018340	3559	haloperidol	N05AD01	D018340			0		808	DIRECT_INDIRECT	808	DIRECT_INDIRECT
AC1	3559	haloperidol	N05AD01	9606.ENSP00000195455	D000262	Q99440	0		511	INDIRECT	511	INDIRECT
ADCY7	3559	haloperidol	N05AD01	9606.ENSP00000254235	D000262	P51828 Q86YI0_HUMAN	0		511	INDIRECT	511	INDIRECT
GRM5	3559	haloperidol	N05AD01	9606.ENSP00000306138	D017470	P41594 Q6J164_HUMAN	0		316	INDIRECT	316	INDIRECT
OPRD1	3559	haloperidol	N05AD01	9606.ENSP00000234961	D011957	P41143	0		617	INDIRECT	617	INDIRECT
GRINL1A	3559	haloperidol	N05AD01	9606.ENSP00000267853	D017470	Q53ER8_HUMAN Q9Y3V6_HUMAN Q96NF5_HUMAN Q96JB7_HUMAN Q6K051_HUMAN Q6K050_HUMAN Q6K046_HUMAN Q6EFN8_HUMAN Q6EF46_HUMAN Q6EF02_HUMAN Q6EF01_HUMAN Q6EES2_HUMAN	0		316	INDIRECT	316	INDIRECT
GAD2	3559	haloperidol	N05AD01	9606.ENSP00000259271	D005968	Q5VZ31_HUMAN Q5VZ30_HUMAN Q5VZ29_HUMAN Q4G154_HUMAN Q05329 Q9UGI5_HUMAN Q9UD87 Q6ZSK1_HUMAN	0		921	INDIRECT	921	INDIRECT
KIAA0511	3559	haloperidol	N05AD01	9606.ENSP00000260600	D000262	Q53T54_HUMAN O60266 Q9UDB1 Q8NBM1_HUMAN	0		511	INDIRECT	511	INDIRECT
GRM4	3559	haloperidol	N05AD01	9606.ENSP00000266007	D017470	Q5SZ84 Q14833	0		316	INDIRECT	316	INDIRECT
FOS	3559	haloperidol	N05AD01	9606.ENSP00000306245		P18849 P01100 Q76MZ0_HUMAN Q76MY9_HUMAN Q6FG41_HUMAN	950	INDIRECT	0		950	INDIRECT
OPRK1	3559	haloperidol	N05AD01	9606.ENSP00000265572	D011957	Q499G4_HUMAN P41145 Q8IWP3_HUMAN	0		617	INDIRECT	617	INDIRECT
ADCY5	3559	haloperidol	N05AD01	9606.ENSP00000308685	D000262	O95622 Q8NFM3 Q7RTV7_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY2	3559	haloperidol	N05AD01	9606.ENSP00000264672	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	INDIRECT	511	INDIRECT
GRIA2	3559	haloperidol	N05AD01	9606.ENSP00000264426	D017470	Q59F93_HUMAN P42262 Q9UHB0_HUMAN Q96FP6	0		316	INDIRECT	316	INDIRECT
HTR2C	3559	haloperidol	N05AD01	9606.ENSP00000276198		Q5VUF8_HUMAN Q5VUF8 P28335 Q9NP28	950	INDIRECT	0		950	INDIRECT
OPRS1	3559	haloperidol	N05AD01	9606.ENSP00000277010	D011957	Q5T1J1_HUMAN Q53GN2_HUMAN Q9NYX0_HUMAN Q99720_HUMAN Q8N7H3_HUMAN Q7Z653_HUMAN	0		617	INDIRECT	617	INDIRECT
GRIK4	3559	haloperidol	N05AD01	9606.ENSP00000278723	D017470	Q16099	0		316	INDIRECT	316	INDIRECT
GRIA1	3559	haloperidol	N05AD01	9606.ENSP00000285900	D017470	Q59GL5_HUMAN P42261	0		316	INDIRECT	316	INDIRECT
GRM1	3559	haloperidol	N05AD01	9606.ENSP00000282753	D017470	Q5VTF8 Q5VTF7 Q59HC2_HUMAN Q14758 Q14757 Q13256 Q13255 Q9UGT0 Q9UGS9 Q9NU10	0		316	INDIRECT	316	INDIRECT
GRIA4	3559	haloperidol	N05AD01	9606.ENSP00000282499	D017470	Q59GL7_HUMAN P48058 Q86XE8_HUMAN	0		316	INDIRECT	316	INDIRECT
GRID2	3559	haloperidol	N05AD01	9606.ENSP00000282020	D017470	Q59FZ1_HUMAN Q4W5S4_HUMAN Q4W5L9_HUMAN Q4W5F4_HUMAN Q4W5B7_HUMAN Q4KKV0_HUMAN Q4KKU9_HUMAN Q4KKU8_HUMAN O43424	0		316	INDIRECT	316	INDIRECT
ADCY8	3559	haloperidol	N05AD01	9606.ENSP00000286355	D000262	P40145	0		511	INDIRECT	511	INDIRECT
GRIK3	3559	haloperidol	N05AD01	9606.ENSP00000296212	D017470	Q96SG0_HUMAN Q96SC2_HUMAN Q96SC0_HUMAN Q96QG5_HUMAN Q13003 Q13004 Q16136 Q5T646_HUMAN	0		316	INDIRECT	316	INDIRECT
ADCY9	3559	haloperidol	N05AD01	9606.ENSP00000294016	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	INDIRECT	511	INDIRECT
OGFR	3559	haloperidol	N05AD01	9606.ENSP00000290291	D011957	Q4VXW5_HUMAN Q4VXW5 Q4VXW4_HUMAN Q4VXW3_HUMAN O96029 Q9NZT4 Q9NZT3 Q9NZT2 Q9H7J5 Q9H4H0 Q9BQW1 Q96CM2 Q6PK21_HUMAN	0		617	INDIRECT	617	INDIRECT
GRIK5	3559	haloperidol	N05AD01	9606.ENSP00000301218	D017470	Q8WWG8_HUMAN Q16478	0		316	INDIRECT	316	INDIRECT
GRM2	3559	haloperidol	N05AD01	9606.ENSP00000296479	D017470	Q9H3N6 Q86YG3_HUMAN Q14416 Q52MC6 Q59GE5_HUMAN	0		316	INDIRECT	316	INDIRECT
ADCY1	3559	haloperidol	N05AD01	9606.ENSP00000297323	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	INDIRECT	511	INDIRECT
GLUR6	3559	haloperidol	N05AD01	9606.ENSP00000296893	D017470	Q9BZ15_HUMAN Q96KS7_HUMAN Q96KS6_HUMAN Q8WWS1_HUMAN Q8IY40_HUMAN Q6P3V6_HUMAN Q13002	0		316	INDIRECT	316	INDIRECT
ADCY4	3559	haloperidol	N05AD01	9606.ENSP00000312126	D000262	Q96ML7 Q96KY6_HUMAN Q8NFM4 Q86TZ7_HUMAN Q6ZN83_HUMAN	0		511	INDIRECT	511	INDIRECT
GRIK1	3559	haloperidol	N05AD01	9606.ENSP00000311646	D017470	P39086 Q9UNN1_HUMAN Q86SU9 Q71UA3_HUMAN Q13001	0		316	INDIRECT	316	INDIRECT
ADCY6	3559	haloperidol	N05AD01	9606.ENSP00000311405	D000262	O43306 Q9UDB0_HUMAN Q9NR75 Q9NR74_HUMAN Q6LCE1_HUMAN	0		511	INDIRECT	511	INDIRECT
PENK	3559	haloperidol	N05AD01	9606.ENSP00000324248		P01210 Q6FHE6_HUMAN Q6FHC6_HUMAN	950	INDIRECT	0		950	INDIRECT
CORT	3559	haloperidol	N05AD01	9606.ENSP00000317110		O00230 Q8NFG5_HUMAN Q8NFE5_HUMAN Q8N2Z9_HUMAN Q8IUV6_HUMAN Q6UX11 Q5T6G0_HUMAN	950	INDIRECT	0		950	INDIRECT
GRM6	3559	haloperidol	N05AD01	9606.ENSP00000325675	D017470	O15303 Q8NHA9_HUMAN Q5HYM4_HUMAN	0		316	INDIRECT	316	INDIRECT
GRIA3	3559	haloperidol	N05AD01	9606.ENSP00000326000	D017470	P42263 Q9UHA9_HUMAN Q9P0H2_HUMAN Q9P0H1_HUMAN Q9HDA2 Q9HDA1 Q9HDA0 Q5XKG2_HUMAN Q4VXD6_HUMAN Q4VXD6 Q4VXD5_HUMAN Q4VXD5	0		316	INDIRECT	316	INDIRECT
TH	3559	haloperidol	N05AD01	9606.ENSP00000325831		P07101 O43816_HUMAN Q9UQ57_HUMAN Q9NP14_HUMAN Q8IZQ7_HUMAN Q8IZQ6_HUMAN Q8IZE2_HUMAN Q8IZE1_HUMAN Q7KZ44_HUMAN Q7KZ39_HUMAN Q7KZ38_HUMAN Q6XS77_HUMAN Q16846_HUMAN Q15589 Q15588 Q15587_HUMAN Q15585 P78428_HUMAN	950	INDIRECT	0		950	INDIRECT
OPRL1	3559	haloperidol	N05AD01	9606.ENSP00000336764	D011957	P41146 Q9H4K4 Q8WYH9 Q8TD34_HUMAN Q6FGM5_HUMAN	0		617	INDIRECT	617	INDIRECT
OPRM1	3559	haloperidol	N05AD01	9606.ENSP00000328264	D011957	P35372 O43185_HUMAN Q9UN57 Q9UCZ4 Q9H573_HUMAN Q8IWW4_HUMAN Q8IWW3_HUMAN Q86V80_HUMAN Q7Z6A5_HUMAN Q7Z2D8 Q71V90_HUMAN Q716A7_HUMAN Q6UQ80_HUMAN Q6UPP1_HUMAN Q5TBX0_HUMAN Q4VWX6_HUMAN Q4VWM6_HUMAN Q4VWM4_HUMAN Q4VWM3_HUMAN Q4VWM2_HUMAN Q4VWM1_HUMAN Q12930	0		617	INDIRECT	617	INDIRECT
GRM7	3559	haloperidol	N05AD01	9606.ENSP00000354135	D017470	Q8NFS4 Q8NFS3 Q8NFS2 Q59G95_HUMAN Q14831	0		316	INDIRECT	316	INDIRECT
D011957	3559	haloperidol	N05AD01	D011957			0		617	INDIRECT	617	INDIRECT
GRM8	3559	haloperidol	N05AD01	9606.ENSP00000351142	D017470	O95946 O95945 O00222 O15493 Q99997_HUMAN Q6J165 Q52M02 Q3MIV9	0		316	INDIRECT	316	INDIRECT
GAD1	3559	haloperidol	N05AD01	9606.ENSP00000350928	D005968	Q9UHH4 Q9BU91 Q99259 Q8IVA8_HUMAN Q53TQ7_HUMAN	0		921	INDIRECT	921	INDIRECT
D005968	3559	haloperidol	N05AD01	D005968			0		921	INDIRECT	921	INDIRECT
GRM3	3559	haloperidol	N05AD01	9606.ENSP00000355316	D017470	Q8TBH9 Q8N0Z0_HUMAN Q86YG6 Q75N17 Q75MV4 Q14832	0		316	INDIRECT	316	INDIRECT
ENSP00000355401	3559	haloperidol	N05AD01	9606.ENSP00000355401		Q9NNX0_HUMAN Q96PN6_HUMAN Q8WXV4_HUMAN Q5R330_HUMAN Q5R329_HUMAN O95558_HUMAN	950	INDIRECT	0		950	INDIRECT
D000262	3559	haloperidol	N05AD01	D000262			0		511	INDIRECT	511	INDIRECT
D017470	3559	haloperidol	N05AD01	D017470			0		316	INDIRECT	316	INDIRECT
D017868	3547	fasudil	C04AX32	D017868			0		582	DIRECT	582	DIRECT
D017869	3547	fasudil	C04AX32	D017869			0		909	DIRECT	909	DIRECT
LRBA	3547	fasudil	C04AX32	9606.ENSP00000352183	D017868	Q9H2U4 Q9H2U3 Q969R7_HUMAN Q8NFQ0_HUMAN Q6P1X2_HUMAN Q68D03_HUMAN Q59HC1_HUMAN Q4W5L6_HUMAN Q4W5J4_HUMAN P50851	0		582	DIRECT	582	DIRECT
PRKG1	3547	fasudil	C04AX32	9606.ENSP00000332522	D017869	P14619 Q6P5T7_HUMAN Q5SQU3_HUMAN Q5JSJ6_HUMAN Q5JSJ5_HUMAN Q5JP05_HUMAN Q13976	0		909	DIRECT	909	DIRECT
ADRBK1	3547	fasudil	C04AX32	9606.ENSP00000312262	D017868	P25098 Q6GTT3_HUMAN Q59F73_HUMAN Q13837	0		582	DIRECT	582	DIRECT
ADRBK2	3547	fasudil	C04AX32	9606.ENSP00000317578	D017868	P35626 Q9UGW9 Q8N433_HUMAN	0		582	DIRECT	582	DIRECT
PKACA	3547	fasudil	C04AX32	9606.ENSP00000309591	D017868	P17612 Q9NRH9 Q9NRB4 Q9H2Y0 Q15136_HUMAN	0		582	DIRECT	582	DIRECT
PRKACG	3547	fasudil	C04AX32	9606.ENSP00000297734	D017868	Q86YI1 O60850 P22612 Q5VZ02_HUMAN	0		582	DIRECT	582	DIRECT
PRKAR2A	3547	fasudil	C04AX32	9606.ENSP00000296446	D017868	Q9BUB1_HUMAN P13861 Q16823	0		582	DIRECT	582	DIRECT
PRKAR1A	3547	fasudil	C04AX32	9606.ENSP00000226090	D017868	Q567S7 P10644 Q96P62_HUMAN Q68DQ4_HUMAN	0		582	DIRECT	582	DIRECT
PRKG2	3547	fasudil	C04AX32	9606.ENSP00000264399	D017869	Q13237 O60916 O00125	0		909	DIRECT	909	DIRECT
PRKAR2B	3547	fasudil	C04AX32	9606.ENSP00000265717	D017868	P31323 O60380_HUMAN Q75MP1_HUMAN Q6DHZ2_HUMAN	0		582	DIRECT	582	DIRECT
ENSP00000268446	3547	fasudil	C04AX32	9606.ENSP00000268446		Q96DV1_HUMAN	950	DIRECT	0		950	DIRECT
PRKACB	3547	fasudil	C04AX32	9606.ENSP00000319504	D017868	P22694 Q96B09_HUMAN Q8IZQ0 Q8IYR5 Q7Z3M1_HUMAN Q7Z3M1 Q5T1L2_HUMAN Q5T1L1_HUMAN Q5T1L0_HUMAN Q5T1K9_HUMAN Q5T1K8_HUMAN Q5T1K7_HUMAN Q5T1K6_HUMAN Q5T1K3_HUMAN Q5T1K3 Q5CZ92_HUMAN Q5CZ92 Q5BNF3_HUMAN Q5BNF3 Q5BNF2 Q5BNF1 Q5BNF0 Q5BNE9 Q59GC0	0		582	DIRECT	582	DIRECT
D018994	3547	fasudil	C04AX32	D018994			0		619	INDIRECT	619	INDIRECT
MLCB	3547	fasudil	C04AX32	9606.ENSP00000217652	D018994	Q53X45_HUMAN Q53HL1_HUMAN P19105	0		619	INDIRECT	619	INDIRECT
ENSP00000207437	3547	fasudil	C04AX32	9606.ENSP00000207437	D018994	P14649	0		619	INDIRECT	619	INDIRECT
MYL7	3547	fasudil	C04AX32	9606.ENSP00000223364	D018994	Q01449	0		619	INDIRECT	619	INDIRECT
ENSP00000237500	3547	fasudil	C04AX32	9606.ENSP00000237500	D018994	Q13182_HUMAN O14950_HUMAN Q7Z5Z4_HUMAN	0		619	INDIRECT	619	INDIRECT
MYL2	3547	fasudil	C04AX32	9606.ENSP00000228841	D018994	Q16123 Q14908_HUMAN P10916 Q7Z3Z1_HUMAN Q6IB42_HUMAN	0		619	INDIRECT	619	INDIRECT
MYL3	3547	fasudil	C04AX32	9606.ENSP00000292327	D018994	Q14909_HUMAN P08590 Q9NRS8	0		619	INDIRECT	619	INDIRECT
DYNLL2	3547	fasudil	C04AX32	9606.ENSP00000240343	D018994	Q96FJ2	0		619	INDIRECT	619	INDIRECT
MYL1	3547	fasudil	C04AX32	9606.ENSP00000307280	D018994	P06741 P05976 Q6IBD5_HUMAN Q53SD2_HUMAN Q53R15_HUMAN	0		619	INDIRECT	619	INDIRECT
D018341	3519	guanfacine	C02AC02	D018341			0		908	DIRECT	908	DIRECT
ADRA2B	3519	guanfacine	C02AC02	9606.ENSP00000320944	D018341	P18089 Q9BZK0 Q53RF2_HUMAN Q53RF2 Q4TUH9_HUMAN Q4TUH9	0		908	DIRECT	908	DIRECT
ADRA2A	3519	guanfacine	C02AC02	9606.ENSP00000280155	D018341	Q2XN99 P08913 Q9BZK1 Q86TH8	0		908	DIRECT	908	DIRECT
ENSP00000272190	3519	guanfacine	C02AC02	9606.ENSP00000272190		Q15296_HUMAN P00797 Q9UQK5_HUMAN Q6T5C2 Q6FI38_HUMAN	950	INDIRECT	0		950	INDIRECT
D011978	3518	guanethidine	C02CC02 S01EX01	D011978			0		556	INDIRECT	556	INDIRECT
GPR109B	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000333348	D011978	P49019 Q8TDS4_HUMAN Q8NGE4_HUMAN Q8NGE4	0		556	INDIRECT	556	INDIRECT
CHRNE	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000293780	D011978	Q04844 Q8N731_HUMAN	0		556	INDIRECT	556	INDIRECT
CHRNB2	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000292212	D011978	Q5SXY3_HUMAN P17787 Q9UEH9	0		556	INDIRECT	556	INDIRECT
CHRNA6	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000276410	D011978	Q15825	0		556	INDIRECT	556	INDIRECT
DBH	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000263611	D004299	Q5T381 P09172 Q96AG2	0		950	INDIRECT	950	INDIRECT
CHRNA10	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000250699	D011978	Q9GZZ6	0		556	INDIRECT	556	INDIRECT
CHRNA2	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000240132	D011978	Q15822 Q9HAQ3	0		556	INDIRECT	556	INDIRECT
CHRNA4	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000217176	D011978	Q5EIV0_HUMAN Q5EIU9_HUMAN Q59FV0_HUMAN Q4VAQ6_HUMAN Q4VAQ3_HUMAN Q4JGR7 P43681	0		556	INDIRECT	556	INDIRECT
CHRNA9	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000312663	D011978	Q9UGM1 Q9NYV2 Q4W5A2_HUMAN Q4W5A2	0		556	INDIRECT	556	INDIRECT
CHRNA3	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000315602	D011978	P32297 Q9BRR4_HUMAN Q9BQ93 Q99553 Q96RH3 Q86U77_HUMAN Q6EWN2_HUMAN Q4KMN8_HUMAN Q15823	0		556	INDIRECT	556	INDIRECT
D004299	3518	guanethidine	C02CC02 S01EX01	D004299			0		950	INDIRECT	950	INDIRECT
TH	3518	guanethidine	C02CC02 S01EX01	9606.ENSP00000325831		P07101 O43816_HUMAN Q9UQ57_HUMAN Q9NP14_HUMAN Q8IZQ7_HUMAN Q8IZQ6_HUMAN Q8IZE2_HUMAN Q8IZE1_HUMAN Q7KZ44_HUMAN Q7KZ39_HUMAN Q7KZ38_HUMAN Q6XS77_HUMAN Q16846_HUMAN Q15589 Q15588 Q15587_HUMAN Q15585 P78428_HUMAN	950	INDIRECT	0		950	INDIRECT
D044406	3510	granisetron	A04AA02	D044406			0		950	DIRECT	950	DIRECT
HTR3A	3510	granisetron	A04AA02	9606.ENSP00000347754	D044406	O60854 Q9UEP2_HUMAN Q9BSZ9 Q99918 Q7KZM7_HUMAN P46098	0		950	DIRECT	950	DIRECT
HTR1A	3510	granisetron	A04AA02	9606.ENSP00000316244		P08908 Q6LAE7 Q5ZGX3_HUMAN	950	DIRECT_IRRELEVANT	0		950	DIRECT_IRRELEVANT
D011976	3494	glycopyrrolate	A03AB02	D011976			0		903	DIRECT	903	DIRECT
CHRM2	3494	glycopyrrolate	A03AB02	9606.ENSP00000319984	D011976	P08172 Q9P1X9 Q96RH0_HUMAN Q86SJ1_HUMAN Q6SL56_HUMAN Q4VBK6_HUMAN	0		903	DIRECT	903	DIRECT
CHRM1	3494	glycopyrrolate	A03AB02	9606.ENSP00000306490	D011976	P11229 Q96RH1_HUMAN Q53XZ3_HUMAN	0		903	DIRECT	903	DIRECT
TBXA2R	3488	glibenclamide	A10BB01	9606.ENSP00000248419		P21731 O75228_HUMAN Q9UCY2_HUMAN Q6DK52_HUMAN Q6DK52	950	DIRECT	0		950	DIRECT
ABCC8	3488	glibenclamide	A10BB01	9606.ENSP00000303960		O75948 Q59GM5_HUMAN Q16583 Q09428	950	DIRECT	0		950	DIRECT
CFTR	3488	glibenclamide	A10BB01	9606.ENSP00000003084		Q5I6N7_HUMAN Q5I6N6_HUMAN Q5I6N5_HUMAN Q5I6N4_HUMAN Q5I6F9_HUMAN Q16049_HUMAN P13569 Q9UMN4_HUMAN Q9UML7_HUMAN Q9UJ19_HUMAN Q99989_HUMAN Q99904_HUMAN Q6KEJ7_HUMAN Q6KEJ4_HUMAN Q6KEJ1_HUMAN Q6KEI8_HUMAN Q6KEI7_HUMAN Q6KEI2_HUMAN Q6KEH9_HUMAN Q6KEH8_HUMAN Q6KEH6_HUMAN Q6KEH3_HUMAN Q6KEG9_HUMAN Q6KEG6_HUMAN Q6KEG3_HUMAN Q6KEF9_HUMAN Q6KEF5_HUMAN Q6KEE7_HUMAN Q6KEE3_HUMAN Q6KED8_HUMAN Q6KED3_HUMAN Q6KEC8_HUMAN Q6KEC3_HUMAN Q6KEB8_HUMAN Q6KEB2_HUMAN Q6KEA5_HUMAN Q6KEA0_HUMAN Q6KE95_HUMAN Q6KAL5_HUMAN	950	DIRECT	0		950	DIRECT
ENSP00000297289	3488	glibenclamide	A10BB01	9606.ENSP00000297289	D008074	Q16609_HUMAN	0		240	INDIRECT	240	INDIRECT
APOD	3488	glibenclamide	A10BB01	9606.ENSP00000345179	D008074	P05090 Q6IBG6_HUMAN	0		240	INDIRECT	240	INDIRECT
KCNJ8	3488	glibenclamide	A10BB01	9606.ENSP00000240662		Q15842 O00657	950	INDIRECT	0		950	INDIRECT
ENSP00000236850	3488	glibenclamide	A10BB01	9606.ENSP00000236850	D008074		0		240	INDIRECT	240	INDIRECT
APOC4	3488	glibenclamide	A10BB01	9606.ENSP00000252489	D008074	Q53YY8_HUMAN P55056 P02655 Q9UNK3 Q9UDE3 Q9BS39 Q6P163_HUMAN	0		240	INDIRECT	240	INDIRECT
APOE	3488	glibenclamide	A10BB01	9606.ENSP00000252486	D008074	Q13791_HUMAN P02649 Q9P2S4 Q8TCZ8_HUMAN Q6LBZ1_HUMAN Q6LA97_HUMAN	0		240	INDIRECT	240	INDIRECT
CFHL4	3488	glibenclamide	A10BB01	9606.ENSP00000251424	D008074	Q5TZE7_HUMAN Q5TZE6_HUMAN Q5DVJ7_HUMAN Q9UJY6 Q92496	0		240	INDIRECT	240	INDIRECT
APOC1	3488	glibenclamide	A10BB01	9606.ENSP00000252491	D008074	P02654 Q6IB97_HUMAN	0		240	INDIRECT	240	INDIRECT
APOA2	3488	glibenclamide	A10BB01	9606.ENSP00000289906	D008074	P02652	0		240	INDIRECT	240	INDIRECT
ABCG5	3488	glibenclamide	A10BB01	9606.ENSP00000260645	D008074	Q53T83_HUMAN Q53QN9_HUMAN Q9H222 Q96QZ3_HUMAN Q96QZ2_HUMAN	0		240	INDIRECT	240	INDIRECT
INSRR	3488	glibenclamide	A10BB01	9606.ENSP00000265213	D011972	Q5VZS3_HUMAN P14616 O60724	0		911	INDIRECT	911	INDIRECT
APOL6	3488	glibenclamide	A10BB01	9606.ENSP00000303529	D008074	Q9UGG1 Q9BWW8 Q8NCM1_HUMAN Q8IXX6 Q658J1_HUMAN Q5R3S1	0		240	INDIRECT	240	INDIRECT
APOL3	3488	glibenclamide	A10BB01	9606.ENSP00000344577	D008074	O95236 Q9BQA3 Q9BQ82 Q5U5N4_HUMAN	0		240	INDIRECT	240	INDIRECT
INSR	3488	glibenclamide	A10BB01	9606.ENSP00000303830	D011972	P06213 Q9UCB8_HUMAN Q9UCB7_HUMAN Q86WY9_HUMAN Q59H98_HUMAN Q4U0V1_HUMAN	0		911	INDIRECT	911	INDIRECT
NETO1	3488	glibenclamide	A10BB01	9606.ENSP00000313088	D008074	Q8TDF5 Q8TDF4 Q8ND78 Q86W85	0		240	INDIRECT	240	INDIRECT
LPA	3488	glibenclamide	A10BB01	9606.ENSP00000321334	D008074	P08519 Q9UIR6_HUMAN Q9UIR5_HUMAN Q9UD88_HUMAN Q8N696_HUMAN Q5VTD7_HUMAN	0		240	INDIRECT	240	INDIRECT
APOF	3488	glibenclamide	A10BB01	9606.ENSP00000311037	D008074	Q8TC13 Q13790	0		240	INDIRECT	240	INDIRECT
APOL1	3488	glibenclamide	A10BB01	9606.ENSP00000317674	D008074	O14791 O60804 Q9BQ03 Q96PM4 Q96AB8 Q5R3P8 Q5R3P7	0		240	INDIRECT	240	INDIRECT
APOA4	3488	glibenclamide	A10BB01	9606.ENSP00000350425	D008074	P06727 Q6Q787_HUMAN Q6Q787 Q13784_HUMAN	0		240	INDIRECT	240	INDIRECT
ENSP00000345708	3488	glibenclamide	A10BB01	9606.ENSP00000345708		Q8IW96_HUMAN	950	INDIRECT	0		950	INDIRECT
D011972	3488	glibenclamide	A10BB01	D011972			0		911	INDIRECT	911	INDIRECT
ENSP00000353540	3488	glibenclamide	A10BB01	9606.ENSP00000353540	D008074	Q6Q786_HUMAN Q6Q786 P02656	0		240	INDIRECT	240	INDIRECT
ENSP00000352471	3488	glibenclamide	A10BB01	9606.ENSP00000352471	D008074	Q9Y355_HUMAN Q9UCT8_HUMAN Q8TDB0_HUMAN Q6Q785_HUMAN Q6Q785 Q6LDN9 P02647	0		240	INDIRECT	240	INDIRECT
D008074	3488	glibenclamide	A10BB01	D008074			0		240	INDIRECT	240	INDIRECT
D006441	3488	glibenclamide	A10BB01	D006441			0		950	INDIRECT	950	INDIRECT
D006442	3488	glibenclamide	A10BB01	D006442			0		950	INDIRECT	950	INDIRECT
APOB	3488	glibenclamide	A10BB01	9606.ENSP00000233242	D008074	Q59HB3_HUMAN Q53QC8_HUMAN Q4ZG63_HUMAN Q13828_HUMAN Q13789_HUMAN Q13788 Q13787 Q13786 Q13785 Q13779 P78481 P78480 P78479 P04114 O00502 Q9UMN0 Q9UE53_HUMAN Q9UE52_HUMAN Q9UE51_HUMAN Q7Z7Q0_HUMAN Q7Z600	0		240	INDIRECT	240	INDIRECT
ENSP00000227667	3488	glibenclamide	A10BB01	9606.ENSP00000227667	D008074		0		240	INDIRECT	240	INDIRECT
TFPI	3488	glibenclamide	A10BB01	9606.ENSP00000233156	D008074	Q53TS4_HUMAN P10646 O95103	0		240	INDIRECT	240	INDIRECT
APOM	3488	glibenclamide	A10BB01	9606.ENSP00000229690	D008074	Q5SRP4_HUMAN O95445 Q9UMP6 Q9P046	0		240	INDIRECT	240	INDIRECT
ENSP00000227666	3488	glibenclamide	A10BB01	9606.ENSP00000227666	D008074		0		240	INDIRECT	240	INDIRECT
APOA5	3488	glibenclamide	A10BB01	9606.ENSP00000227665	D008074	Q9UBJ3 Q6UWK9 Q6Q788	0		240	INDIRECT	240	INDIRECT
PEX3	3488	glibenclamide	A10BB01	9606.ENSP00000036971	D008074	P56589 Q7Z6V3_HUMAN Q6FGP5_HUMAN	0		240	INDIRECT	240	INDIRECT
ENSP00000223298	3488	glibenclamide	A10BB01	9606.ENSP00000223298	D008074	Q5BJI2_HUMAN Q3YBM2_HUMAN Q9Y609_HUMAN Q9BT42_HUMAN	0		240	INDIRECT	240	INDIRECT
ZMPSTE24	3488	glibenclamide	A10BB01	9606.ENSP00000196805	D008074	O75844 Q9UBQ2 Q8NDZ8	0		240	INDIRECT	240	INDIRECT
ABCC8	3478	glipizide	A10BB07	9606.ENSP00000303960		O75948 Q59GM5_HUMAN Q16583 Q09428	950	DIRECT_INDIRECT	0		950	DIRECT_INDIRECT
CYP2C9	3476	glimepiride	A10BB12	9606.ENSP00000260682		Q5VX92_HUMAN Q5EDC5_HUMAN Q16872 Q16756 P11713 P11712 Q9UQ59_HUMAN Q9UEH3_HUMAN Q8WW80_HUMAN Q6IRV8_HUMAN	950	DIRECT	0		950	DIRECT
ENSP00000345708	3476	glimepiride	A10BB12	9606.ENSP00000345708		Q8IW96_HUMAN	950	DIRECT	0		950	DIRECT
